HWG area;HWG length;HWG min rect;GR area;GR length;GR min rect;Contours count;Min contour length;Max contour length;Sum contour length;Avg contour length;Min contour area;Max contour area;Sum contour area;Avg contour area;Label;Filename
8006.0;356.29607462882996;9988.39972099755;11.5;17.12241756916046;16.0;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_31_363.bin
7546.0;356.53131878376007;10711.130007702392;363.0;85.34989178180695;694.9999546000618;1;41.627415;41.627415;41.627415;41.627415;7.0;7.0;7.0;7.0;ruka_se_zbozim;03_28_15_31_31_392.bin
5640.0;300.08994472026825;7756.764052227372;20.5;18.822014331817627;33.52941025287555;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_31_428.bin
4203.5;260.0131343603134;6108.452950702631;4.5;9.738768935203552;5.199999967790632;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_31_466.bin
3326.5;240.17688357830048;4896.0;11.5;14.24552309513092;17.99999839607881;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_31_499.bin
7656.0;344.4061424732208;10742.110780873918;1441.0;160.10364949703217;1992.922938299962;0;3.4028235E38;0.0;0.0;0.0;3.4028235E38;0.0;0.0;0.0;ruka_se_zbozim;03_28_15_31_33_838.bin
9401.5;382.67438304424286;12967.272862460813;1963.5;184.23434209823608;2577.241498371586;1;46.213203;46.213203;46.213203;46.213203;17.5;17.5;17.5;17.5;ruka_se_zbozim;03_28_15_31_33_881.bin
9545.0;386.5645053386688;12997.395082156523;1502.0;159.92634177207947;1887.627416482428;1;46.112698;46.112698;46.112698;46.112698;7.0;7.0;7.0;7.0;ruka_se_zbozim;03_28_15_31_33_937.bin
11809.5;436.0040910243988;15486.391674216138;2440.0;188.1280438899994;3263.541591322981;1;129.88225;129.88225;129.88225;129.88225;27.0;27.0;27.0;27.0;ruka_se_zbozim;03_28_15_31_33_981.bin
12175.0;448.6522754430771;16133.824077144964;2225.5;184.77733945846558;3008.338568672887;1;48.698483;48.698483;48.698483;48.698483;6.5;6.5;6.5;6.5;ruka_se_zbozim;03_28_15_31_34_028.bin
14538.5;509.09180903434753;18882.54343493795;2691.5;198.57790422439575;3650.2411387229804;2;21.485281;128.2254;149.71068;74.85534;0.0;43.0;43.0;21.5;ruka_se_zbozim;03_28_15_31_34_136.bin
